"relative_im_path","class","bbox_x1","bbox_y1","bbox_x2","bbox_y2","test"
"car_ims/000097.jpg",2,120,64,812,321,0
"car_ims/000098.jpg",2,86,191,568,370,0
"car_ims/000099.jpg",2,9,256,769,523,0
"car_ims/000100.jpg",2,28,18,414,209,0
"car_ims/000101.jpg",2,31,37,435,389,0
"car_ims/000102.jpg",2,21,122,438,264,0
"car_ims/000103.jpg",2,32,52,266,136,0
"car_ims/000104.jpg",2,187,183,749,443,0
"car_ims/000105.jpg",2,73,93,444,308,0
"car_ims/000106.jpg",2,149,183,684,423,0
"car_ims/000107.jpg",2,68,173,611,420,0
"car_ims/000108.jpg",2,9,37,291,146,0
"car_ims/000109.jpg",2,37,45,255,170,0
"car_ims/000110.jpg",2,135,15,824,323,0
"car_ims/000111.jpg",2,27,135,620,345,0
"car_ims/000112.jpg",2,39,0,735,495,0
"car_ims/000113.jpg",2,12,34,240,122,0
"car_ims/000114.jpg",2,22,68,438,261,0
"car_ims/000115.jpg",2,55,105,621,358,0
"car_ims/000116.jpg",2,74,170,667,394,0
"car_ims/000117.jpg",2,102,59,455,316,0
"car_ims/000118.jpg",2,49,71,425,249,0
"car_ims/000119.jpg",2,20,23,439,288,0
"car_ims/000120.jpg",2,44,92,410,237,0
"car_ims/000121.jpg",2,19,142,589,360,0
"car_ims/000122.jpg",2,115,150,666,424,1
"car_ims/000123.jpg",2,88,52,736,314,1
"car_ims/000124.jpg",2,214,107,911,438,1
"car_ims/000125.jpg",2,26,52,588,394,1
"car_ims/000126.jpg",2,33,89,605,388,1
"car_ims/000127.jpg",2,97,15,874,322,1
"car_ims/000128.jpg",2,30,32,419,268,1
"car_ims/000129.jpg",2,0,34,37,109,1
"car_ims/000130.jpg",2,53,48,434,283,1
"car_ims/000131.jpg",2,190,155,455,341,1
"car_ims/000132.jpg",2,59,115,644,449,1
"car_ims/000133.jpg",2,11,34,289,164,1
"car_ims/000134.jpg",2,7,106,297,199,1
"car_ims/000135.jpg",2,28,100,558,342,1
"car_ims/000136.jpg",2,29,58,265,174,1
"car_ims/000137.jpg",2,19,100,529,293,1
"car_ims/000138.jpg",2,74,84,511,298,1
"car_ims/000139.jpg",2,46,102,453,273,1
"car_ims/000140.jpg",2,41,165,444,331,1
"car_ims/000141.jpg",2,93,120,567,447,1
"car_ims/000142.jpg",2,57,91,458,242,1
"car_ims/000143.jpg",2,132,43,853,612,1
"car_ims/000144.jpg",2,20,89,692,411,1
"car_ims/000145.jpg",2,25,170,573,409,1
"car_ims/000146.jpg",2,28,32,387,211,1
"car_ims/000147.jpg",2,243,498,1337,953,1
"car_ims/000148.jpg",2,116,328,1087,670,1
"car_ims/000149.jpg",2,131,215,892,599,1
"car_ims/000150.jpg",2,19,93,467,263,1
"car_ims/000151.jpg",2,37,34,280,185,1
"car_ims/000152.jpg",2,88,243,714,466,1
"car_ims/000153.jpg",2,29,41,620,337,1
"car_ims/000154.jpg",3,32,75,266,165,0
"car_ims/000155.jpg",3,15,35,249,148,0
"car_ims/000156.jpg",3,16,36,243,145,0
"car_ims/000157.jpg",3,21,100,608,366,0
"car_ims/000158.jpg",3,72,140,841,571,0
"car_ims/000159.jpg",3,63,237,862,564,0
"car_ims/000160.jpg",3,151,132,469,413,0
"car_ims/000161.jpg",3,18,98,459,293,0
"car_ims/000162.jpg",3,53,111,588,340,0
"car_ims/000163.jpg",3,137,132,526,325,0
"car_ims/000164.jpg",3,35,113,568,340,0
"car_ims/000165.jpg",3,114,205,683,427,0
"car_ims/000166.jpg",3,52,41,506,229,0
"car_ims/000167.jpg",3,84,101,681,410,0
"car_ims/000168.jpg",3,41,81,576,335,0
"car_ims/000169.jpg",3,48,61,261,140,0
"car_ims/000170.jpg",3,20,116,771,435,0
"car_ims/000171.jpg",3,56,99,557,314,0
"car_ims/000172.jpg",3,60,51,484,243,0
"car_ims/000173.jpg",3,59,98,584,360,0
"car_ims/000174.jpg",3,9,83,248,180,0
"car_ims/000175.jpg",3,49,154,596,365,0
"car_ims/000176.jpg",3,22,59,467,283,0
"car_ims/000177.jpg",3,170,176,779,544,0
"car_ims/000178.jpg",3,162,207,1052,622,0
"car_ims/000179.jpg",3,50,29,428,307,0
"car_ims/000180.jpg",3,70,138,519,305,0
"car_ims/000181.jpg",3,8,67,619,322,0
"car_ims/000182.jpg",3,226,450,1761,1055,0
"car_ims/000183.jpg",3,35,106,608,375,0
"car_ims/000184.jpg",3,7,46,291,180,0
"car_ims/000185.jpg",3,29,37,295,179,0
"car_ims/000186.jpg",3,88,91,521,317,0
"car_ims/000187.jpg",3,16,16,280,165,0
"car_ims/000188.jpg",3,23,103,376,227,0
"car_ims/000189.jpg",3,55,13,1470,892,0
"car_ims/000190.jpg",3,47,56,585,395,0
"car_ims/000191.jpg",3,69,206,596,459,0
"car_ims/000192.jpg",3,279,296,1396,975,0
"car_ims/000193.jpg",3,36,25,451,360,0
"car_ims/000194.jpg",3,408,68,2631,1887,0
"car_ims/000195.jpg",3,16,68,487,298,0
"car_ims/000196.jpg",3,80,20,560,300,0
"car_ims/000197.jpg",3,22,98,281,202,1
"car_ims/000198.jpg",3,7,111,382,252,1
"car_ims/000199.jpg",3,53,66,203,173,1
"car_ims/000200.jpg",3,29,81,358,273,1
"car_ims/000201.jpg",3,54,99,517,319,1
"car_ims/000202.jpg",3,42,139,992,632,1
"car_ims/000203.jpg",3,146,28,1949,1124,1
"car_ims/000204.jpg",3,15,23,744,355,1
"car_ims/000205.jpg",3,16,80,238,160,1
"car_ims/000206.jpg",3,15,68,282,195,1
"car_ims/000207.jpg",3,31,70,356,198,1
"car_ims/000208.jpg",3,80,46,415,292,1
"car_ims/000209.jpg",3,36,172,577,445,1
"car_ims/000210.jpg",3,5,76,268,171,1
"car_ims/000211.jpg",3,23,61,598,350,1
"car_ims/000212.jpg",3,124,41,712,425,1
"car_ims/000213.jpg",3,78,146,469,338,1
"car_ims/000214.jpg",3,36,70,547,280,1
"car_ims/000215.jpg",3,42,75,581,339,1
"car_ims/000216.jpg",3,54,58,245,183,1
"car_ims/000217.jpg",3,3,56,86,96,1
"car_ims/000218.jpg",3,140,164,873,504,1
"car_ims/000219.jpg",3,164,155,791,474,1
"car_ims/000220.jpg",3,101,185,712,464,1
"car_ims/000221.jpg",3,52,95,465,297,1
"car_ims/000222.jpg",3,33,19,267,184,1
"car_ims/000223.jpg",3,164,160,639,493,1
"car_ims/000224.jpg",3,54,54,246,192,1
"car_ims/000225.jpg",3,60,29,543,305,1
"car_ims/000226.jpg",3,165,51,790,310,1
"car_ims/000227.jpg",3,49,77,388,304,1
"car_ims/000228.jpg",3,69,42,476,326,1
"car_ims/000229.jpg",3,42,64,381,233,1
"car_ims/000230.jpg",3,76,77,533,365,1
"car_ims/000231.jpg",3,19,80,782,458,1
"car_ims/000232.jpg",3,48,100,392,258,1
"car_ims/000233.jpg",3,20,168,562,382,1
"car_ims/000234.jpg",3,33,155,457,318,1
"car_ims/000235.jpg",3,18,95,287,194,1
"car_ims/000236.jpg",3,14,113,632,374,1
"car_ims/000237.jpg",3,28,22,696,276,1
"car_ims/000238.jpg",3,185,207,847,549,1
"car_ims/000239.jpg",3,9,28,247,166,1
"car_ims/000240.jpg",4,162,214,1458,779,0
"car_ims/000241.jpg",4,37,347,992,683,0
"car_ims/000242.jpg",4,35,38,585,365,0
"car_ims/000243.jpg",4,62,48,386,222,0
"car_ims/000244.jpg",4,69,141,943,543,0
"car_ims/000245.jpg",4,53,81,789,505,0
"car_ims/000246.jpg",4,83,277,935,555,0
"car_ims/000247.jpg",4,69,221,990,646,0
"car_ims/000248.jpg",4,67,153,559,322,0
"car_ims/000249.jpg",4,38,157,603,416,0
"car_ims/000250.jpg",4,51,75,580,368,0
"car_ims/000251.jpg",4,25,74,485,256,0
"car_ims/000252.jpg",4,39,50,440,217,0
"car_ims/000253.jpg",4,69,146,630,451,0
"car_ims/000254.jpg",4,51,64,603,429,0
"car_ims/000255.jpg",4,7,50,484,286,0
"car_ims/000256.jpg",4,63,174,397,325,0
"car_ims/000257.jpg",4,26,151,617,349,0
"car_ims/000258.jpg",4,15,99,487,247,0
"car_ims/000259.jpg",4,84,137,1194,685,0
"car_ims/000260.jpg",4,25,93,403,261,0
"car_ims/000261.jpg",4,32,451,1232,915,0
"car_ims/000262.jpg",4,25,88,470,303,0
"car_ims/000263.jpg",4,73,12,429,316,0
"car_ims/000264.jpg",4,20,61,560,369,0
"car_ims/000265.jpg",4,425,123,595,199,0
"car_ims/000266.jpg",4,56,18,779,356,0
"car_ims/000267.jpg",4,79,154,594,416,0
"car_ims/000268.jpg",4,69,109,603,400,0
"car_ims/000269.jpg",4,191,492,1459,966,0
"car_ims/000270.jpg",4,42,34,466,279,0
"car_ims/000271.jpg",4,41,183,612,382,0
"car_ims/000272.jpg",4,116,267,883,608,0
"car_ims/000273.jpg",4,5,39,627,350,0
"car_ims/000274.jpg",4,72,89,435,302,0
"car_ims/000275.jpg",4,50,169,587,383,0
"car_ims/000276.jpg",4,10,66,618,469,0
"car_ims/000277.jpg",4,18,133,602,441,0
"car_ims/000278.jpg",4,33,75,477,303,0
"car_ims/000279.jpg",4,67,81,547,370,0
"car_ims/000280.jpg",4,57,108,433,324,0
"car_ims/000281.jpg",4,66,89,535,409,0
"car_ims/000282.jpg",4,27,129,472,291,1
"car_ims/000283.jpg",4,21,27,781,317,1
"car_ims/000284.jpg",4,22,6,785,386,1
"car_ims/000285.jpg",4,29,122,569,332,1
"car_ims/000286.jpg",4,117,47,464,297,1
"car_ims/000287.jpg",4,41,121,549,371,1
"car_ims/000288.jpg",4,36,21,598,392,1
"car_ims/000289.jpg",4,11,37,442,263,1
"car_ims/000290.jpg",4,20,28,620,419,1
"car_ims/000291.jpg",4,26,156,430,306,1
"car_ims/000292.jpg",4,34,60,410,289,1
"car_ims/000293.jpg",4,40,27,468,208,1
"car_ims/000294.jpg",4,22,41,611,320,1
"car_ims/000295.jpg",4,34,46,783,290,1
"car_ims/000296.jpg",4,45,136,680,437,1
"car_ims/000297.jpg",4,51,263,1004,597,1
"car_ims/000298.jpg",4,63,271,977,687,1
"car_ims/000299.jpg",4,24,41,473,304,1
"car_ims/000300.jpg",4,90,166,1146,689,1
"car_ims/000301.jpg",4,21,65,480,311,1
"car_ims/000302.jpg",4,561,543,2728,1718,1
"car_ims/000303.jpg",4,19,192,986,679,1
"car_ims/000304.jpg",4,70,108,709,443,1
"car_ims/000305.jpg",4,60,186,942,613,1
"car_ims/000306.jpg",4,43,155,477,304,1
"car_ims/000307.jpg",4,179,185,1310,768,1
"car_ims/000308.jpg",4,38,133,589,326,1
"car_ims/000309.jpg",4,23,156,626,398,1
"car_ims/000310.jpg",4,33,78,606,366,1
"car_ims/000311.jpg",4,165,335,1775,1011,1
"car_ims/000312.jpg",4,25,159,483,299,1
"car_ims/000313.jpg",4,117,126,924,592,1
"car_ims/000314.jpg",4,8,87,459,314,1
"car_ims/000315.jpg",4,70,103,411,273,1
"car_ims/000316.jpg",4,34,137,1759,860,1
"car_ims/000317.jpg",4,3,29,204,99,1
"car_ims/000318.jpg",4,39,91,458,269,1
"car_ims/000319.jpg",4,29,33,501,291,1
"car_ims/000320.jpg",4,20,126,435,270,1
"car_ims/000321.jpg",4,58,115,429,259,1
"car_ims/000322.jpg",4,57,118,463,345,1
"car_ims/000323.jpg",4,40,122,457,355,1
"car_ims/000324.jpg",5,106,314,877,607,0
"car_ims/000325.jpg",5,31,54,278,189,0
"car_ims/000326.jpg",5,112,92,516,331,0
"car_ims/000327.jpg",5,124,226,884,544,0
"car_ims/000328.jpg",5,10,38,292,173,0
"car_ims/000329.jpg",5,4,11,289,121,0
"car_ims/000330.jpg",5,67,52,204,161,0
"car_ims/000331.jpg",5,35,122,400,243,0
"car_ims/000332.jpg",5,37,118,993,534,0
"car_ims/000333.jpg",5,55,36,220,145,0
"car_ims/000334.jpg",5,31,39,237,159,0
"car_ims/000335.jpg",5,19,85,415,314,0
"car_ims/000336.jpg",5,29,8,270,127,0
"car_ims/000337.jpg",5,24,57,451,309,0
"car_ims/000338.jpg",5,191,406,1705,1057,0
"car_ims/000339.jpg",5,151,134,665,427,0
"car_ims/000340.jpg",5,41,92,450,324,0
"car_ims/000341.jpg",5,23,215,562,387,0
"car_ims/000342.jpg",5,95,102,403,271,0
"car_ims/000343.jpg",5,32,52,266,136,0
"car_ims/000344.jpg",5,41,62,245,183,0
"car_ims/000345.jpg",5,134,518,2435,1636,0
"car_ims/000346.jpg",5,32,68,404,282,0
"car_ims/000347.jpg",5,23,7,238,171,0
"car_ims/000348.jpg",5,53,35,245,169,0
"car_ims/000349.jpg",5,7,77,286,193,0
"car_ims/000350.jpg",5,17,21,268,171,0
"car_ims/000351.jpg",5,69,52,231,153,0
"car_ims/000352.jpg",5,13,63,245,136,0
"car_ims/000353.jpg",5,14,43,251,151,0
"car_ims/000354.jpg",5,39,80,269,179,0
"car_ims/000355.jpg",5,26,52,363,219,0
"car_ims/000356.jpg",5,26,41,239,170,0
"car_ims/000357.jpg",5,54,164,632,421,0
"car_ims/000358.jpg",5,44,193,982,616,0
"car_ims/000359.jpg",5,124,85,592,407,0
"car_ims/000360.jpg",5,40,34,372,169,0
"car_ims/000361.jpg",5,39,63,236,165,0
"car_ims/000362.jpg",5,20,64,304,164,0
"car_ims/000363.jpg",5,12,11,259,156,0
"car_ims/000364.jpg",5,9,37,291,146,0
"car_ims/000365.jpg",5,14,29,285,174,1
"car_ims/000366.jpg",5,297,136,1291,843,1
"car_ims/000367.jpg",5,41,44,277,148,1
"car_ims/000368.jpg",5,446,612,4266,2176,1
"car_ims/000369.jpg",5,69,78,837,559,1
"car_ims/000370.jpg",5,16,30,285,167,1
"car_ims/000371.jpg",5,38,79,371,277,1
"car_ims/000372.jpg",5,60,212,583,399,1
"car_ims/000373.jpg",5,71,79,578,331,1
"car_ims/000374.jpg",5,10,42,245,162,1
"car_ims/000375.jpg",5,63,32,891,314,1
"car_ims/000376.jpg",5,145,269,902,609,1
"car_ims/000377.jpg",5,107,85,687,427,1
"car_ims/000378.jpg",5,74,203,618,493,1
"car_ims/000379.jpg",5,36,45,241,143,1
"car_ims/000380.jpg",5,23,17,234,159,1
"car_ims/000381.jpg",5,64,63,267,155,1
"car_ims/000382.jpg",5,118,80,493,328,1
"car_ims/000383.jpg",5,7,45,251,162,1
"car_ims/000384.jpg",5,24,14,246,149,1
"car_ims/000385.jpg",5,349,275,1151,773,1
"car_ims/000386.jpg",5,85,90,346,271,1
"car_ims/000387.jpg",5,43,11,888,325,1
"car_ims/000388.jpg",5,45,101,94,119,1
"car_ims/000389.jpg",5,41,68,336,192,1
"car_ims/000390.jpg",5,168,139,619,352,1
"car_ims/000391.jpg",5,76,582,1500,1046,1
"car_ims/000392.jpg",5,89,215,954,601,1
"car_ims/000393.jpg",5,20,21,392,285,1
"car_ims/000394.jpg",5,52,100,412,245,1
"car_ims/000395.jpg",5,7,10,205,126,1
"car_ims/000396.jpg",5,31,223,699,446,1
"car_ims/000397.jpg",5,55,74,596,352,1
"car_ims/000398.jpg",5,14,91,397,256,1
"car_ims/000399.jpg",5,10,8,290,118,1
"car_ims/000400.jpg",5,45,65,270,171,1
"car_ims/000401.jpg",5,8,16,145,100,1
"car_ims/000402.jpg",5,84,182,961,553,1
"car_ims/000403.jpg",5,47,59,754,473,1
"car_ims/000404.jpg",5,21,40,227,158,1
"car_ims/000405.jpg",6,186,51,425,230,0
"car_ims/000406.jpg",6,90,128,515,356,0
"car_ims/000407.jpg",6,58,70,764,483,0
"car_ims/000408.jpg",6,128,51,498,349,0
"car_ims/000409.jpg",6,37,109,547,305,0
"car_ims/000410.jpg",6,30,38,627,320,0
"car_ims/000411.jpg",6,98,202,1487,819,0
"car_ims/000412.jpg",6,14,185,730,491,0
"car_ims/000413.jpg",6,150,74,483,232,0
"car_ims/000414.jpg",6,19,155,470,357,0
"car_ims/000415.jpg",6,50,201,755,442,0
"car_ims/000416.jpg",6,7,69,626,369,0
"car_ims/000417.jpg",6,32,76,732,384,0
"car_ims/000418.jpg",6,93,180,570,405,0
"car_ims/000419.jpg",6,80,71,478,311,0
"car_ims/000420.jpg",6,56,67,556,293,0
"car_ims/000421.jpg",6,64,75,573,379,0
"car_ims/000422.jpg",6,0,65,561,293,0
"car_ims/000423.jpg",6,2,70,300,222,0
"car_ims/000424.jpg",6,279,156,588,325,0
"car_ims/000425.jpg",6,96,18,597,400,0
"car_ims/000426.jpg",6,231,100,416,212,0
"car_ims/000427.jpg",6,45,146,775,524,0
"car_ims/000428.jpg",6,90,121,580,348,0
"car_ims/000429.jpg",6,32,20,748,458,0
"car_ims/000430.jpg",6,87,190,883,630,0
"car_ims/000431.jpg",6,142,122,1056,593,0
"car_ims/000432.jpg",6,39,166,607,381,0
"car_ims/000433.jpg",6,70,203,896,570,0
"car_ims/000434.jpg",6,97,292,1147,628,0
"car_ims/000435.jpg",6,20,126,597,415,0
"car_ims/000436.jpg",6,119,110,489,288,0
"car_ims/000437.jpg",6,62,152,537,328,0
"car_ims/000438.jpg",6,29,0,926,635,0
"car_ims/000439.jpg",6,59,241,1499,919,0
"car_ims/000440.jpg",6,182,205,534,398,0
"car_ims/000441.jpg",6,20,142,774,413,0
"car_ims/000442.jpg",6,120,406,1010,721,0
"car_ims/000443.jpg",6,102,125,916,457,0
"car_ims/000444.jpg",6,36,148,612,407,0
"car_ims/000445.jpg",6,35,204,676,444,0
"car_ims/000446.jpg",6,58,85,553,288,0
"car_ims/000447.jpg",6,27,83,729,472,0
"car_ims/000448.jpg",6,224,656,1806,1315,0
"car_ims/000449.jpg",6,151,96,686,347,0
"car_ims/000450.jpg",6,130,66,731,331,1
"car_ims/000451.jpg",6,38,175,553,406,1
"car_ims/000452.jpg",6,56,76,556,439,1
"car_ims/000453.jpg",6,33,26,623,322,1
"car_ims/000454.jpg",6,21,116,508,325,1
"car_ims/000455.jpg",6,75,32,489,312,1
"car_ims/000456.jpg",6,16,100,557,336,1
"car_ims/000457.jpg",6,74,205,443,355,1
"car_ims/000458.jpg",6,95,233,625,417,1
"car_ims/000459.jpg",6,59,237,749,487,1
"car_ims/000460.jpg",6,30,96,489,269,1
"car_ims/000461.jpg",6,28,76,766,417,1
"car_ims/000462.jpg",6,49,225,503,608,1
"car_ims/000463.jpg",6,90,186,720,415,1
"car_ims/000464.jpg",6,298,445,1454,892,1
"car_ims/000465.jpg",6,133,495,1362,1092,1
"car_ims/000466.jpg",6,32,229,765,514,1
"car_ims/000467.jpg",6,10,222,1529,964,1
"car_ims/000468.jpg",6,31,87,805,537,1
"car_ims/000469.jpg",6,25,12,540,339,1
"car_ims/000470.jpg",6,25,11,756,520,1
"car_ims/000471.jpg",6,63,119,698,396,1
"car_ims/000472.jpg",6,30,95,585,424,1
"car_ims/000473.jpg",6,83,113,409,310,1
"car_ims/000474.jpg",6,128,150,743,447,1
"car_ims/000475.jpg",6,48,148,588,424,1
"car_ims/000476.jpg",6,93,111,420,209,1
"car_ims/000477.jpg",6,57,588,1246,940,1
"car_ims/000478.jpg",6,29,147,699,380,1
"car_ims/000479.jpg",6,180,202,633,426,1
"car_ims/000480.jpg",6,20,108,617,424,1
"car_ims/000481.jpg",6,42,125,994,675,1
"car_ims/000482.jpg",6,101,271,841,575,1
"car_ims/000483.jpg",6,519,627,1944,1121,1
"car_ims/000484.jpg",6,124,81,374,246,1
"car_ims/000485.jpg",6,340,233,635,429,1
"car_ims/000486.jpg",6,39,27,780,614,1
"car_ims/000487.jpg",6,33,31,542,295,1
"car_ims/000488.jpg",6,68,167,1231,748,1
"car_ims/000489.jpg",6,61,158,532,353,1
"car_ims/000490.jpg",6,46,21,289,173,1
"car_ims/000491.jpg",6,19,61,579,348,1
"car_ims/000492.jpg",6,4,10,387,285,1
"car_ims/000493.jpg",6,106,94,718,507,1
"car_ims/000494.jpg",7,301,220,683,415,0
"car_ims/000495.jpg",7,111,349,1071,710,0
"car_ims/000496.jpg",7,135,129,537,324,0
"car_ims/000497.jpg",7,94,46,530,259,0
"car_ims/000498.jpg",7,452,660,2077,1706,0
"car_ims/000499.jpg",7,34,59,451,269,0
"car_ims/000500.jpg",7,43,71,577,354,0
"car_ims/000501.jpg",7,82,241,738,514,0
"car_ims/000502.jpg",7,153,433,1944,1068,0
"car_ims/000503.jpg",7,59,50,566,262,0
"car_ims/000504.jpg",7,79,163,409,278,0
"car_ims/000505.jpg",7,41,146,593,350,0
"car_ims/000506.jpg",7,20,95,475,326,0
"car_ims/000507.jpg",7,65,329,921,640,0
"car_ims/000508.jpg",7,110,212,783,480,0
"car_ims/000509.jpg",7,43,11,434,268,0
"car_ims/000510.jpg",7,349,381,1111,730,0
"car_ims/000511.jpg",7,93,64,409,291,0
"car_ims/000512.jpg",7,21,74,377,224,0
"car_ims/000513.jpg",7,339,100,1141,714,0
"car_ims/000514.jpg",7,79,166,535,391,0
"car_ims/000515.jpg",7,8,58,516,276,0
"car_ims/000516.jpg",7,73,142,589,459,0
"car_ims/000517.jpg",7,89,39,539,289,0
"car_ims/000518.jpg",7,10,66,423,305,0
"car_ims/000519.jpg",7,45,129,594,353,0
"car_ims/000520.jpg",7,66,44,682,327,0
"car_ims/000521.jpg",7,43,40,565,293,0
"car_ims/000522.jpg",7,25,45,547,265,0
"car_ims/000523.jpg",7,39,149,594,363,0
"car_ims/000524.jpg",7,57,112,462,274,0
"car_ims/000525.jpg",7,70,100,640,442,0
"car_ims/000526.jpg",7,56,95,442,334,0
"car_ims/000527.jpg",7,50,84,727,417,0
"car_ims/000528.jpg",7,67,147,443,414,0
"car_ims/000529.jpg",7,23,58,331,254,0
"car_ims/000530.jpg",7,198,200,750,461,0
"car_ims/000531.jpg",7,20,142,572,418,0
"car_ims/000532.jpg",7,11,27,780,420,0
"car_ims/000533.jpg",7,99,289,1189,761,1
"car_ims/000534.jpg",7,88,53,507,355,1
"car_ims/000535.jpg",7,68,103,587,379,1
"car_ims/000536.jpg",7,85,414,1530,1099,1
"car_ims/000537.jpg",7,103,129,572,305,1
"car_ims/000538.jpg",7,73,294,959,611,1
"car_ims/000539.jpg",7,19,65,425,268,1
"car_ims/000540.jpg",7,15,93,630,366,1
"car_ims/000541.jpg",7,21,91,382,220,1
"car_ims/000542.jpg",7,98,72,699,363,1
"car_ims/000543.jpg",7,157,166,811,426,1
"car_ims/000544.jpg",7,19,42,622,349,1
"car_ims/000545.jpg",7,83,75,593,323,1
"car_ims/000546.jpg",7,157,437,1909,1065,1
"car_ims/000547.jpg",7,781,736,2236,1471,1
"car_ims/000548.jpg",7,7,65,575,308,1
"car_ims/000549.jpg",7,107,180,475,330,1
"car_ims/000550.jpg",7,64,91,540,299,1
"car_ims/000551.jpg",7,598,381,1498,1068,1
"car_ims/000552.jpg",7,132,183,592,437,1
"car_ims/000553.jpg",7,81,256,547,421,1
