relative_im_path,class,xmin,ymin,xmax,ymax
car_ims/012241.jpg,149,3847,372,3999,587
car_ims/006830.jpg,84,50,116,682,464
car_ims/001200.jpg,15,183,371,1103,725
car_ims/000266.jpg,4,56,18,779,356
car_ims/013357.jpg,163,117,714,1494,1161
car_ims/000403.jpg,5,47,59,754,473
car_ims/006365.jpg,79,129,191,975,492
car_ims/005674.jpg,70,43,51,341,218
car_ims/006080.jpg,75,52,116,1009,743
car_ims/000621.jpg,8,43,98,321,203
car_ims/014271.jpg,173,17,134,539,299
car_ims/015675.jpg,191,83,312,839,634
car_ims/000007.jpg,1,56,4,398,176
car_ims/011945.jpg,146,18,83,612,471
car_ims/011182.jpg,136,52,108,827,492
car_ims/000390.jpg,5,168,139,619,352
car_ims/003989.jpg,50,151,124,522,418
car_ims/014002.jpg,170,402,488,1249,911
car_ims/012086.jpg,147,0,120,180,343
car_ims/013847.jpg,169,185,97,505,310
car_ims/005226.jpg,65,18,40,293,205
car_ims/009028.jpg,111,176,125,485,415
car_ims/007615.jpg,93,161,111,1743,983
car_ims/009505.jpg,116,1,40,47,81
car_ims/002015.jpg,25,31,85,750,456
car_ims/010373.jpg,126,6,66,496,260
car_ims/006534.jpg,81,315,81,382,114
car_ims/002917.jpg,36,31,98,364,203
car_ims/009122.jpg,112,299,71,1357,870
car_ims/013276.jpg,162,11,18,237,158
car_ims/003191.jpg,40,15,108,474,255
car_ims/001385.jpg,18,3,20,100,57
car_ims/000901.jpg,12,282,519,1163,840
car_ims/002604.jpg,32,35,12,271,166
car_ims/000373.jpg,5,71,79,578,331
car_ims/015591.jpg,190,22,27,242,152
car_ims/013323.jpg,162,12,34,289,204
car_ims/002220.jpg,28,26,85,278,196
car_ims/010857.jpg,132,36,23,598,373
car_ims/006141.jpg,76,14,82,245,174
car_ims/002092.jpg,26,105,116,539,293
car_ims/007920.jpg,97,35,95,581,329
car_ims/010514.jpg,127,19,44,303,193
car_ims/007210.jpg,88,24,107,107,136
car_ims/009885.jpg,121,32,121,959,670
car_ims/006278.jpg,78,30,31,597,363
car_ims/012270.jpg,149,738,124,1214,326
car_ims/011511.jpg,140,467,470,1289,856
car_ims/014793.jpg,180,62,65,411,283
car_ims/004544.jpg,56,62,24,203,90
car_ims/013659.jpg,166,1,220,39,471
car_ims/001306.jpg,17,13,69,385,248
car_ims/013953.jpg,170,174,349,1496,1051
car_ims/003107.jpg,38,324,162,829,512
car_ims/001013.jpg,13,21,46,237,153
car_ims/008650.jpg,106,80,77,597,374
car_ims/011065.jpg,134,4,17,219,115
car_ims/007774.jpg,95,26,4,554,339
car_ims/014132.jpg,172,510,12,628,124
car_ims/005636.jpg,70,16,32,237,157
car_ims/012154.jpg,148,10,42,246,152
car_ims/012143.jpg,148,75,82,702,498
car_ims/011051.jpg,134,60,37,463,307
car_ims/003811.jpg,48,33,207,168,297
car_ims/014009.jpg,171,58,43,976,536
car_ims/000942.jpg,12,638,229,854,341
car_ims/001900.jpg,24,47,153,314,240
car_ims/013172.jpg,161,168,192,725,521
car_ims/000686.jpg,9,212,225,772,481
car_ims/009616.jpg,117,26,25,545,381
car_ims/003005.jpg,37,53,39,300,188
car_ims/014300.jpg,174,6,2,97,78
car_ims/003507.jpg,44,31,28,1002,621
car_ims/000329.jpg,5,4,11,289,121
car_ims/012859.jpg,157,50,60,280,155
car_ims/000148.jpg,2,116,328,1087,670
car_ims/005385.jpg,67,11,15,252,171
car_ims/005194.jpg,65,1,36,273,165
car_ims/000971.jpg,13,12,46,246,146
car_ims/006057.jpg,75,29,100,964,689
car_ims/014263.jpg,173,27,325,1251,859
car_ims/008054.jpg,98,65,55,602,365
car_ims/008786.jpg,108,22,26,230,179
car_ims/013851.jpg,169,0,296,120,533
car_ims/004696.jpg,58,135,106,3534,2535
car_ims/007154.jpg,88,1,75,71,112
car_ims/012870.jpg,157,82,358,592,694
car_ims/013312.jpg,162,41,94,422,247
car_ims/003704.jpg,46,5,73,294,177
car_ims/006461.jpg,80,20,47,259,166
car_ims/009706.jpg,118,42,171,171,223
car_ims/001485.jpg,19,48,55,239,139
car_ims/003530.jpg,44,5,17,487,285
car_ims/012782.jpg,156,11,168,629,337
car_ims/005094.jpg,63,68,211,747,526
car_ims/006148.jpg,76,34,112,408,275
car_ims/001103.jpg,14,19,84,781,512
car_ims/005576.jpg,69,38,60,235,154
car_ims/015083.jpg,183,103,66,228,286
car_ims/005652.jpg,70,1,25,232,158
car_ims/005789.jpg,72,59,111,754,453
car_ims/007373.jpg,90,24,33,288,176
car_ims/008354.jpg,103,39,96,539,229
car_ims/006429.jpg,79,81,327,1199,740
car_ims/012222.jpg,149,33,116,607,366
car_ims/006282.jpg,78,39,86,459,294
car_ims/001295.jpg,16,15,64,254,140
car_ims/005970.jpg,74,646,135,699,171
car_ims/006928.jpg,85,507,22,578,48
car_ims/010050.jpg,119,218,383,1450,1126
car_ims/012261.jpg,149,0,392,89,505
car_ims/001010.jpg,13,27,77,354,249
car_ims/005894.jpg,73,13,75,306,204
car_ims/010809.jpg,131,47,43,572,428
car_ims/011734.jpg,143,98,111,722,540
car_ims/010523.jpg,128,26,91,397,296
car_ims/000218.jpg,3,140,164,873,504
car_ims/010360.jpg,126,9,38,568,253
car_ims/011961.jpg,146,26,17,467,335
car_ims/002888.jpg,36,33,81,475,208
car_ims/010031.jpg,119,31,125,588,433
car_ims/014800.jpg,180,174,66,473,303
car_ims/006686.jpg,82,46,89,397,229
car_ims/003045.jpg,38,2,19,264,151
car_ims/007843.jpg,96,68,93,577,372
car_ims/015880.jpg,193,67,41,447,402
car_ims/003901.jpg,49,32,67,394,291
car_ims/006828.jpg,84,16,70,447,340
car_ims/013103.jpg,160,34,63,575,366
car_ims/007723.jpg,95,17,125,626,369
car_ims/012001.jpg,146,110,52,926,691
car_ims/001876.jpg,23,23,126,594,416
car_ims/011808.jpg,144,128,117,661,435
car_ims/012180.jpg,148,18,62,541,354
car_ims/003784.jpg,47,48,66,572,383
car_ims/006919.jpg,85,4,61,605,409
car_ims/014120.jpg,172,28,58,601,397
car_ims/016153.jpg,196,100,56,739,482
car_ims/001995.jpg,25,384,414,1508,988
car_ims/009687.jpg,118,22,22,391,226
car_ims/005689.jpg,71,54,99,80,117
car_ims/011675.jpg,142,30,20,422,241
car_ims/003628.jpg,45,84,96,441,304
car_ims/002467.jpg,31,11,13,189,90
car_ims/009973.jpg,122,17,58,873,550
car_ims/004232.jpg,53,1,196,22,237
car_ims/007922.jpg,97,137,307,227,470
car_ims/000074.jpg,1,7,63,488,319
car_ims/001754.jpg,22,7,48,296,159
car_ims/005858.jpg,73,52,40,591,344
car_ims/010418.jpg,126,103,161,932,481
car_ims/011571.jpg,141,60,182,973,635
car_ims/014609.jpg,178,51,21,584,396
car_ims/010218.jpg,124,115,199,662,384
car_ims/013404.jpg,163,16,112,511,292
car_ims/009537.jpg,116,72,24,808,507
car_ims/014061.jpg,171,75,111,519,380
car_ims/010298.jpg,125,493,719,1251,1168
car_ims/003552.jpg,44,45,42,560,357
car_ims/000923.jpg,12,48,202,330,338
car_ims/015660.jpg,190,12,27,249,166
car_ims/010305.jpg,125,39,14,224,183
car_ims/006644.jpg,82,123,101,605,353
car_ims/013456.jpg,164,658,29,906,622
car_ims/006448.jpg,80,48,187,999,677
car_ims/015889.jpg,193,35,168,576,405
car_ims/015202.jpg,185,17,30,464,214
car_ims/012582.jpg,153,23,203,774,391
car_ims/013378.jpg,163,176,295,899,662
car_ims/013279.jpg,162,14,25,253,162
car_ims/000586.jpg,8,366,333,1311,876
car_ims/011750.jpg,143,42,45,221,168
car_ims/011756.jpg,143,200,47,250,92
car_ims/002906.jpg,36,154,663,1961,1315
car_ims/002332.jpg,29,48,95,448,282
car_ims/005444.jpg,68,13,10,299,150
car_ims/004701.jpg,58,46,94,584,428
car_ims/015319.jpg,186,38,50,586,328
car_ims/015673.jpg,191,214,195,1387,1064
car_ims/008827.jpg,108,5,5,206,124
car_ims/014164.jpg,172,29,33,1186,665
car_ims/011340.jpg,138,53,104,543,336
car_ims/008019.jpg,98,160,199,909,660
car_ims/002945.jpg,36,30,94,613,343
car_ims/012818.jpg,156,44,50,454,179
car_ims/007168.jpg,88,39,26,226,171
car_ims/006824.jpg,84,49,51,947,566
car_ims/014641.jpg,178,246,59,546,184
car_ims/003487.jpg,43,40,66,538,326
car_ims/010783.jpg,131,0,100,257,304
car_ims/009533.jpg,116,38,29,241,159
car_ims/010017.jpg,122,25,41,582,395
car_ims/001267.jpg,16,234,61,302,108
car_ims/001797.jpg,22,13,27,252,155
car_ims/004546.jpg,56,41,89,260,184
car_ims/010723.jpg,130,33,48,399,320
car_ims/003261.jpg,41,75,118,987,570
car_ims/001383.jpg,18,641,139,847,364
car_ims/003953.jpg,49,63,264,1237,738
car_ims/007295.jpg,89,32,77,618,435
car_ims/005099.jpg,63,157,194,1126,705
car_ims/000140.jpg,2,41,165,444,331
car_ims/015424.jpg,188,34,47,205,143
car_ims/006023.jpg,75,1,165,974,640
car_ims/003763.jpg,47,8,52,473,355
car_ims/013614.jpg,166,30,23,629,480
car_ims/008271.jpg,102,182,220,512,394
car_ims/007835.jpg,96,80,84,589,388
car_ims/012912.jpg,157,8,48,117,104
car_ims/009946.jpg,121,16,17,248,180
car_ims/010113.jpg,123,31,127,597,363
car_ims/015243.jpg,185,133,150,593,330
car_ims/014553.jpg,177,26,3,279,149
car_ims/009286.jpg,114,38,10,434,217
car_ims/014490.jpg,176,365,86,426,140
car_ims/002836.jpg,35,21,79,539,293
car_ims/006242.jpg,77,284,60,349,122
car_ims/001744.jpg,22,30,147,743,386
car_ims/012229.jpg,149,76,162,954,572
car_ims/006295.jpg,78,53,164,566,353
car_ims/007320.jpg,90,75,120,367,258
car_ims/015285.jpg,186,537,144,640,231
car_ims/002199.jpg,28,42,81,317,202
car_ims/002539.jpg,32,65,28,594,311
car_ims/008197.jpg,101,5,539,723,942
car_ims/003581.jpg,44,139,119,1637,1008
car_ims/004150.jpg,52,41,101,466,285
car_ims/005797.jpg,72,8,22,253,164
car_ims/003860.jpg,48,10,46,244,169
car_ims/001597.jpg,20,122,101,503,334
car_ims/013464.jpg,164,251,363,1232,1012
car_ims/014853.jpg,181,51,54,617,423
car_ims/014836.jpg,180,109,381,1187,753
car_ims/003449.jpg,43,82,122,579,344
car_ims/014600.jpg,178,120,113,840,545
car_ims/007905.jpg,97,245,63,737,298
car_ims/006822.jpg,84,60,87,667,320
car_ims/013769.jpg,168,364,170,441,382
car_ims/005740.jpg,71,11,22,341,259
car_ims/015903.jpg,193,21,116,1024,633
car_ims/010827.jpg,131,1,105,43,130
car_ims/003140.jpg,39,9,38,188,126
car_ims/015280.jpg,186,15,109,488,291
car_ims/000933.jpg,12,32,71,601,436
car_ims/011972.jpg,146,3,207,149,435
car_ims/009824.jpg,120,41,84,89,111
car_ims/000133.jpg,2,11,34,289,164
car_ims/005669.jpg,70,11,31,256,172
car_ims/010138.jpg,123,58,139,308,243
car_ims/002591.jpg,32,33,62,560,398
car_ims/000272.jpg,4,116,267,883,608
car_ims/006425.jpg,79,72,48,2030,1100
car_ims/004566.jpg,57,39,294,951,584
car_ims/014958.jpg,182,12,125,621,347
car_ims/008913.jpg,109,0,70,23,105
car_ims/008375.jpg,103,19,101,949,455
car_ims/003343.jpg,42,17,43,616,308
car_ims/011238.jpg,137,84,90,963,626
car_ims/003663.jpg,46,67,186,657,436
car_ims/005879.jpg,73,16,25,473,308
car_ims/014146.jpg,172,59,72,585,425
car_ims/004473.jpg,56,74,328,1217,813
car_ims/015564.jpg,189,89,462,1449,1020
car_ims/000825.jpg,11,79,163,442,366
car_ims/008113.jpg,100,196,158,609,456
car_ims/006694.jpg,82,26,35,358,178
car_ims/009349.jpg,114,14,57,461,307
car_ims/005692.jpg,71,65,90,421,299
car_ims/010760.jpg,131,2,13,257,186
car_ims/005904.jpg,73,29,76,355,244
car_ims/015584.jpg,190,30,42,234,154
car_ims/011278.jpg,137,42,61,580,332
car_ims/000438.jpg,6,29,0,926,635
car_ims/003917.jpg,49,34,154,765,500
car_ims/000480.jpg,6,20,108,617,424
car_ims/014198.jpg,173,72,52,554,382
car_ims/008218.jpg,101,182,126,483,307
car_ims/007733.jpg,95,599,111,619,124
car_ims/004851.jpg,60,13,20,192,85
car_ims/005149.jpg,64,109,85,595,419
car_ims/004797.jpg,59,49,58,346,262
car_ims/014821.jpg,180,73,87,412,251
car_ims/006477.jpg,80,12,35,278,179
car_ims/005072.jpg,63,44,291,998,676
car_ims/007427.jpg,91,15,89,961,627
car_ims/015816.jpg,192,214,428,1151,1019
car_ims/001404.jpg,18,227,580,1374,1053
car_ims/003352.jpg,42,111,52,547,272
car_ims/004907.jpg,61,128,446,4330,2723
car_ims/010567.jpg,128,4,48,230,153
car_ims/011804.jpg,144,455,393,1090,856
car_ims/006334.jpg,78,92,21,465,243
car_ims/003950.jpg,49,7,22,381,208
car_ims/002142.jpg,27,46,45,561,257
car_ims/007166.jpg,88,1,7,201,142
car_ims/001647.jpg,21,72,166,969,700
car_ims/014981.jpg,182,51,87,746,312
car_ims/005870.jpg,73,0,82,220,212
car_ims/005449.jpg,68,41,56,344,233
car_ims/009763.jpg,119,11,37,254,173
car_ims/003166.jpg,39,28,75,476,346
car_ims/003276.jpg,41,9,32,268,158
car_ims/010606.jpg,129,12,55,66,90
car_ims/001989.jpg,25,194,257,972,605
car_ims/011328.jpg,138,45,62,248,169
car_ims/003726.jpg,46,37,181,729,461
car_ims/013505.jpg,165,16,9,384,248
car_ims/003271.jpg,41,6,50,272,162
car_ims/005793.jpg,72,10,153,414,326
car_ims/000987.jpg,13,7,17,286,164
car_ims/004771.jpg,59,401,69,445,259
car_ims/009540.jpg,117,40,78,614,400
car_ims/008646.jpg,106,44,58,613,442
car_ims/013821.jpg,168,21,67,876,548
car_ims/006774.jpg,83,40,46,284,165
car_ims/009838.jpg,120,17,49,465,218
car_ims/013236.jpg,161,55,332,986,739
car_ims/010911.jpg,132,0,200,460,509
car_ims/006468.jpg,80,11,72,244,171
car_ims/013563.jpg,165,134,305,1280,880
car_ims/007113.jpg,87,81,120,595,366
car_ims/005643.jpg,70,27,179,48,227
car_ims/014940.jpg,182,31,103,607,373
car_ims/006548.jpg,81,60,193,489,368
car_ims/007677.jpg,94,178,111,627,347
car_ims/010884.jpg,132,21,106,622,410
car_ims/013376.jpg,163,152,180,605,420
car_ims/011018.jpg,134,10,50,381,265
car_ims/005979.jpg,74,25,20,234,176
car_ims/008319.jpg,102,24,80,266,175
car_ims/005017.jpg,62,9,30,209,147
car_ims/010693.jpg,130,140,135,390,246
car_ims/008564.jpg,105,13,45,186,124
car_ims/010328.jpg,125,0,179,54,220
car_ims/001059.jpg,14,33,10,213,99
car_ims/011403.jpg,139,9,111,382,257
car_ims/009309.jpg,114,8,20,283,171
car_ims/015050.jpg,183,123,80,899,593
car_ims/001297.jpg,16,74,223,1243,809
car_ims/004968.jpg,62,15,37,285,168
car_ims/011877.jpg,145,242,128,1497,936
car_ims/001323.jpg,17,5,30,389,236
car_ims/011741.jpg,143,512,153,547,181
car_ims/002695.jpg,33,33,45,199,145
car_ims/006343.jpg,78,435,110,498,177
car_ims/005685.jpg,71,86,70,548,400
car_ims/009386.jpg,115,153,115,359,239
car_ims/010700.jpg,130,103,46,1165,791
car_ims/015973.jpg,194,18,167,552,448
car_ims/007415.jpg,91,35,104,377,217
car_ims/008685.jpg,107,89,199,1258,861
car_ims/015288.jpg,186,18,30,445,296
car_ims/011481.jpg,140,39,243,1437,1081
car_ims/003839.jpg,48,12,51,289,165
car_ims/013937.jpg,170,34,229,1214,875
car_ims/004985.jpg,62,7,62,242,155
car_ims/015101.jpg,184,41,45,623,415
car_ims/011372.jpg,138,48,28,615,409
car_ims/012806.jpg,156,34,89,604,346
car_ims/009694.jpg,118,26,130,595,357
car_ims/013734.jpg,167,472,199,1171,501
car_ims/007046.jpg,86,15,62,609,451
car_ims/007862.jpg,96,23,18,713,556
car_ims/007150.jpg,88,0,16,211,146
car_ims/014323.jpg,174,77,27,457,320
car_ims/003076.jpg,38,18,34,526,323
car_ims/006285.jpg,78,39,152,406,299
car_ims/005679.jpg,70,9,57,413,238
car_ims/002694.jpg,33,18,53,431,259
car_ims/013441.jpg,164,112,298,902,604
car_ims/005781.jpg,72,52,241,1999,1136
car_ims/010513.jpg,127,31,84,491,259
car_ims/011458.jpg,139,22,53,624,420
car_ims/005861.jpg,73,62,100,570,386
car_ims/004549.jpg,56,72,65,233,137
car_ims/002930.jpg,36,42,16,580,466
car_ims/006640.jpg,82,57,25,501,274
car_ims/004286.jpg,53,1,58,49,88
car_ims/012507.jpg,152,11,182,796,513
car_ims/000038.jpg,1,25,27,286,155
car_ims/011287.jpg,137,88,109,578,404
car_ims/012559.jpg,153,10,60,522,303
car_ims/004230.jpg,53,51,108,578,425
car_ims/011732.jpg,143,39,337,1540,1123
car_ims/009106.jpg,111,28,50,473,310
car_ims/002962.jpg,37,20,30,288,206
car_ims/001698.jpg,21,66,126,483,295
car_ims/012702.jpg,155,97,106,916,581
car_ims/009736.jpg,119,56,97,573,417
car_ims/007647.jpg,94,1932,415,2047,817
car_ims/010220.jpg,124,20,139,434,284
car_ims/015777.jpg,192,249,117,1384,823
car_ims/003781.jpg,47,17,26,621,414
car_ims/012867.jpg,157,11,9,220,102
car_ims/011218.jpg,137,130,136,505,296
car_ims/014505.jpg,177,16,79,312,216
car_ims/006738.jpg,83,32,90,374,237
car_ims/003619.jpg,45,19,112,366,257
car_ims/007886.jpg,97,36,62,730,293
car_ims/009812.jpg,120,254,250,1359,791
car_ims/004370.jpg,54,34,38,246,144
car_ims/000581.jpg,8,11,209,592,387
car_ims/001553.jpg,20,56,193,999,650
car_ims/016182.jpg,196,29,38,233,161
car_ims/007559.jpg,93,96,121,427,309
car_ims/000615.jpg,8,8,35,357,230
car_ims/015308.jpg,186,135,75,502,391
car_ims/009928.jpg,121,1,96,86,224
car_ims/010202.jpg,124,22,28,188,120
car_ims/002720.jpg,34,70,220,1241,866
car_ims/013252.jpg,162,35,51,273,182
car_ims/004532.jpg,56,21,48,246,153
car_ims/006908.jpg,85,611,116,640,183
car_ims/010584.jpg,128,50,40,591,423
car_ims/012791.jpg,156,67,383,967,668
car_ims/005105.jpg,63,120,191,949,618
car_ims/008952.jpg,110,185,182,407,775
car_ims/016170.jpg,196,92,134,1280,1021
car_ims/011028.jpg,134,51,8,483,246
car_ims/002096.jpg,26,49,185,1140,660
car_ims/006860.jpg,84,27,18,247,174
car_ims/003976.jpg,50,22,55,622,458
car_ims/004020.jpg,50,37,46,738,441
car_ims/011668.jpg,142,93,17,642,325
car_ims/005642.jpg,70,38,242,611,433
car_ims/005823.jpg,72,1,27,120,114
car_ims/002994.jpg,37,130,120,620,388
car_ims/014532.jpg,177,92,64,254,153
car_ims/005838.jpg,72,18,86,684,402
car_ims/012745.jpg,155,36,74,603,410
car_ims/001854.jpg,23,66,69,388,197
car_ims/001805.jpg,22,55,44,523,225
car_ims/002346.jpg,29,120,52,452,214
car_ims/002219.jpg,28,50,24,342,156
car_ims/009171.jpg,112,84,130,761,509
car_ims/000018.jpg,1,61,91,647,427
car_ims/013348.jpg,163,35,49,460,219
car_ims/013179.jpg,161,5,19,123,71
car_ims/000023.jpg,1,54,41,752,503
car_ims/007402.jpg,91,19,198,663,406
car_ims/006975.jpg,86,0,7,195,120
car_ims/016159.jpg,196,164,138,1109,878
car_ims/013004.jpg,159,16,56,571,372
car_ims/004335.jpg,54,31,61,418,292
car_ims/004837.jpg,60,355,65,461,116
car_ims/014355.jpg,174,11,28,247,165
car_ims/011948.jpg,146,225,68,312,105
car_ims/014515.jpg,177,212,216,757,507
car_ims/009701.jpg,118,20,37,247,155
car_ims/015089.jpg,183,55,97,760,431
car_ims/000775.jpg,10,39,105,599,344
car_ims/006103.jpg,75,47,382,994,711
car_ims/010976.jpg,133,60,87,613,463
car_ims/007541.jpg,93,13,82,481,258
car_ims/010414.jpg,126,45,32,491,318
car_ims/016051.jpg,195,24,140,782,453
car_ims/001410.jpg,18,4,14,220,162
car_ims/006760.jpg,83,48,138,527,412
car_ims/011645.jpg,142,26,49,458,313
car_ims/002338.jpg,29,125,169,554,314
car_ims/011535.jpg,140,96,186,688,375
car_ims/000966.jpg,13,83,84,356,278
car_ims/011097.jpg,135,54,285,947,617
car_ims/006629.jpg,82,114,99,620,386
car_ims/015222.jpg,185,24,66,608,293
car_ims/001283.jpg,16,16,165,1000,449
car_ims/015033.jpg,183,216,39,814,556
car_ims/006254.jpg,77,37,162,596,421
car_ims/012724.jpg,155,17,133,417,315
car_ims/010863.jpg,132,37,109,983,678
car_ims/008230.jpg,101,50,152,586,379
car_ims/005521.jpg,69,53,33,209,172
car_ims/006653.jpg,82,27,22,80,51
car_ims/005053.jpg,63,45,127,956,490
car_ims/011056.jpg,134,28,44,288,193
car_ims/008909.jpg,109,84,103,569,314
car_ims/005733.jpg,71,83,86,563,388
car_ims/016093.jpg,195,40,16,573,308
car_ims/007528.jpg,92,19,86,621,355
car_ims/011239.jpg,137,55,134,919,516
car_ims/006710.jpg,83,5,17,293,202
car_ims/015567.jpg,189,29,147,518,370
car_ims/008159.jpg,100,129,169,603,366
car_ims/011762.jpg,144,196,70,745,322
car_ims/006010.jpg,74,29,71,283,157
car_ims/005152.jpg,64,585,202,640,237
car_ims/008900.jpg,109,49,40,229,174
car_ims/001627.jpg,20,23,19,343,188
car_ims/004154.jpg,52,29,37,428,282
car_ims/005235.jpg,65,333,435,394,459
car_ims/013758.jpg,167,183,160,1182,606
car_ims/002233.jpg,28,71,132,1070,682
car_ims/010914.jpg,132,155,142,635,425
car_ims/010230.jpg,124,124,97,221,143
car_ims/007382.jpg,90,7,32,287,207
car_ims/014557.jpg,177,102,65,534,298
car_ims/006560.jpg,81,27,130,537,400
car_ims/006811.jpg,84,11,11,187,123
