"relative_im_path","class","xmin","ymin","xmax","ymax"
"car_ims/000177.jpg",3,170,176,779,544
"car_ims/000178.jpg",3,162,207,1052,622
"car_ims/000179.jpg",3,50,29,428,307
"car_ims/000182.jpg",3,226,450,1761,1055
"car_ims/000185.jpg",3,29,37,295,179
"car_ims/000186.jpg",3,88,91,521,317
"car_ims/000188.jpg",3,23,103,376,227
"car_ims/000191.jpg",3,69,206,596,459
"car_ims/000192.jpg",3,279,296,1396,975
"car_ims/000193.jpg",3,36,25,451,360
"car_ims/000195.jpg",3,16,68,487,298
"car_ims/000198.jpg",3,7,111,382,252
"car_ims/000199.jpg",3,53,66,203,173
"car_ims/000200.jpg",3,29,81,358,273
"car_ims/000203.jpg",3,146,28,1949,1124
"car_ims/000204.jpg",3,15,23,744,355
"car_ims/000206.jpg",3,15,68,282,195
"car_ims/000208.jpg",3,80,46,415,292
"car_ims/000209.jpg",3,36,172,577,445
"car_ims/000211.jpg",3,23,61,598,350
"car_ims/000212.jpg",3,124,41,712,425
"car_ims/000214.jpg",3,36,70,547,280
"car_ims/000215.jpg",3,42,75,581,339
"car_ims/000216.jpg",3,54,58,245,183
"car_ims/000217.jpg",3,3,56,86,96
"car_ims/000219.jpg",3,164,155,791,474
"car_ims/000222.jpg",3,33,19,267,184
"car_ims/000224.jpg",3,54,54,246,192
"car_ims/000225.jpg",3,60,29,543,305
"car_ims/000226.jpg",3,165,51,790,310
"car_ims/000228.jpg",3,69,42,476,326
"car_ims/000230.jpg",3,76,77,533,365
"car_ims/000233.jpg",3,20,168,562,382
"car_ims/000235.jpg",3,18,95,287,194
"car_ims/000236.jpg",3,14,113,632,374
"car_ims/000237.jpg",3,28,22,696,276
"car_ims/000238.jpg",3,185,207,847,549
"car_ims/000239.jpg",3,9,28,247,166
"car_ims/000241.jpg",4,37,347,992,683
"car_ims/000244.jpg",4,69,141,943,543
"car_ims/000245.jpg",4,53,81,789,505
"car_ims/000247.jpg",4,69,221,990,646
"car_ims/000250.jpg",4,51,75,580,368
"car_ims/000251.jpg",4,25,74,485,256
"car_ims/000254.jpg",4,51,64,603,429
"car_ims/000255.jpg",4,7,50,484,286
"car_ims/000257.jpg",4,26,151,617,349
"car_ims/000258.jpg",4,15,99,487,247
"car_ims/000259.jpg",4,84,137,1194,685
"car_ims/000260.jpg",4,25,93,403,261
"car_ims/000261.jpg",4,32,451,1232,915
"car_ims/000267.jpg",4,79,154,594,416
"car_ims/000269.jpg",4,191,492,1459,966
"car_ims/000270.jpg",4,42,34,466,279
"car_ims/000271.jpg",4,41,183,612,382
"car_ims/000273.jpg",4,5,39,627,350
"car_ims/000275.jpg",4,50,169,587,383
"car_ims/000276.jpg",4,10,66,618,469
"car_ims/000279.jpg",4,67,81,547,370
"car_ims/000280.jpg",4,57,108,433,324
"car_ims/000281.jpg",4,66,89,535,409
"car_ims/000283.jpg",4,21,27,781,317
"car_ims/000284.jpg",4,22,6,785,386
"car_ims/000285.jpg",4,29,122,569,332
"car_ims/000287.jpg",4,41,121,549,371
"car_ims/000288.jpg",4,36,21,598,392
"car_ims/000289.jpg",4,11,37,442,263
"car_ims/000290.jpg",4,20,28,620,419
"car_ims/000292.jpg",4,34,60,410,289
"car_ims/000293.jpg",4,40,27,468,208
"car_ims/000294.jpg",4,22,41,611,320
"car_ims/000297.jpg",4,51,263,1004,597
"car_ims/000298.jpg",4,63,271,977,687
"car_ims/000300.jpg",4,90,166,1146,689
"car_ims/000301.jpg",4,21,65,480,311
"car_ims/000302.jpg",4,561,543,2728,1718
"car_ims/000303.jpg",4,19,192,986,679
"car_ims/000304.jpg",4,70,108,709,443
"car_ims/000305.jpg",4,60,186,942,613
"car_ims/000307.jpg",4,179,185,1310,768
"car_ims/000309.jpg",4,23,156,626,398
"car_ims/000310.jpg",4,33,78,606,366
"car_ims/000311.jpg",4,165,335,1775,1011
"car_ims/000314.jpg",4,8,87,459,314
"car_ims/000316.jpg",4,34,137,1759,860
"car_ims/000317.jpg",4,3,29,204,99
"car_ims/000318.jpg",4,39,91,458,269
"car_ims/000320.jpg",4,20,126,435,270
"car_ims/000321.jpg",4,58,115,429,259
"car_ims/000322.jpg",4,57,118,463,345
"car_ims/000323.jpg",4,40,122,457,355
"car_ims/000325.jpg",5,31,54,278,189
"car_ims/000326.jpg",5,112,92,516,331
"car_ims/000327.jpg",5,124,226,884,544
"car_ims/000328.jpg",5,10,38,292,173
"car_ims/000331.jpg",5,35,122,400,243
"car_ims/000333.jpg",5,55,36,220,145
"car_ims/000336.jpg",5,29,8,270,127
"car_ims/000338.jpg",5,191,406,1705,1057
"car_ims/000339.jpg",5,151,134,665,427
"car_ims/000340.jpg",5,41,92,450,324
"car_ims/000344.jpg",5,41,62,245,183
"car_ims/000345.jpg",5,134,518,2435,1636
"car_ims/000346.jpg",5,32,68,404,282
"car_ims/000347.jpg",5,23,7,238,171
"car_ims/000348.jpg",5,53,35,245,169
"car_ims/000352.jpg",5,13,63,245,136
"car_ims/000356.jpg",5,26,41,239,170
"car_ims/000359.jpg",5,124,85,592,407
"car_ims/000360.jpg",5,40,34,372,169
"car_ims/000363.jpg",5,12,11,259,156
"car_ims/000365.jpg",5,14,29,285,174
"car_ims/000366.jpg",5,297,136,1291,843
"car_ims/000367.jpg",5,41,44,277,148
"car_ims/000369.jpg",5,69,78,837,559
"car_ims/000370.jpg",5,16,30,285,167
"car_ims/000371.jpg",5,38,79,371,277
"car_ims/000372.jpg",5,60,212,583,399
"car_ims/000377.jpg",5,107,85,687,427
"car_ims/000379.jpg",5,36,45,241,143
"car_ims/000380.jpg",5,23,17,234,159
"car_ims/000383.jpg",5,7,45,251,162
"car_ims/000384.jpg",5,24,14,246,149
"car_ims/000385.jpg",5,349,275,1151,773
"car_ims/000389.jpg",5,41,68,336,192
"car_ims/000391.jpg",5,76,582,1500,1046
"car_ims/000393.jpg",5,20,21,392,285
"car_ims/000395.jpg",5,7,10,205,126
"car_ims/000396.jpg",5,31,223,699,446
"car_ims/000397.jpg",5,55,74,596,352
"car_ims/000402.jpg",5,84,182,961,553
"car_ims/000405.jpg",6,186,51,425,230
"car_ims/000406.jpg",6,90,128,515,356
"car_ims/000409.jpg",6,37,109,547,305
"car_ims/000412.jpg",6,14,185,730,491
"car_ims/000413.jpg",6,150,74,483,232
"car_ims/000414.jpg",6,19,155,470,357
"car_ims/000416.jpg",6,7,69,626,369
"car_ims/000417.jpg",6,32,76,732,384
"car_ims/000418.jpg",6,93,180,570,405
"car_ims/000420.jpg",6,56,67,556,293
"car_ims/000421.jpg",6,64,75,573,379
"car_ims/000422.jpg",6,0,65,561,293
"car_ims/000423.jpg",6,2,70,300,222
"car_ims/000425.jpg",6,96,18,597,400
"car_ims/000426.jpg",6,231,100,416,212
"car_ims/000429.jpg",6,32,20,748,458
"car_ims/000431.jpg",6,142,122,1056,593
"car_ims/000432.jpg",6,39,166,607,381
"car_ims/000433.jpg",6,70,203,896,570
"car_ims/000436.jpg",6,119,110,489,288
"car_ims/000437.jpg",6,62,152,537,328
"car_ims/000441.jpg",6,20,142,774,413
"car_ims/000442.jpg",6,120,406,1010,721
"car_ims/000443.jpg",6,102,125,916,457
"car_ims/000446.jpg",6,58,85,553,288
"car_ims/000450.jpg",6,130,66,731,331
"car_ims/000451.jpg",6,38,175,553,406
"car_ims/000452.jpg",6,56,76,556,439
"car_ims/000453.jpg",6,33,26,623,322
"car_ims/000454.jpg",6,21,116,508,325
"car_ims/000458.jpg",6,95,233,625,417
"car_ims/000459.jpg",6,59,237,749,487
"car_ims/000461.jpg",6,28,76,766,417
"car_ims/000462.jpg",6,49,225,503,608
"car_ims/000463.jpg",6,90,186,720,415
"car_ims/000464.jpg",6,298,445,1454,892
"car_ims/000465.jpg",6,133,495,1362,1092
"car_ims/000469.jpg",6,25,12,540,339
"car_ims/000470.jpg",6,25,11,756,520
"car_ims/000472.jpg",6,30,95,585,424
"car_ims/000473.jpg",6,83,113,409,310
"car_ims/000475.jpg",6,48,148,588,424
"car_ims/000477.jpg",6,57,588,1246,940
"car_ims/000479.jpg",6,180,202,633,426
"car_ims/000481.jpg",6,42,125,994,675
"car_ims/000482.jpg",6,101,271,841,575
"car_ims/000484.jpg",6,124,81,374,246
"car_ims/000486.jpg",6,39,27,780,614
"car_ims/000487.jpg",6,33,31,542,295
"car_ims/000488.jpg",6,68,167,1231,748
"car_ims/000489.jpg",6,61,158,532,353
"car_ims/000491.jpg",6,19,61,579,348
"car_ims/000492.jpg",6,4,10,387,285
"car_ims/000496.jpg",7,135,129,537,324
"car_ims/000497.jpg",7,94,46,530,259
"car_ims/000498.jpg",7,452,660,2077,1706
"car_ims/000499.jpg",7,34,59,451,269
"car_ims/000503.jpg",7,59,50,566,262
"car_ims/000505.jpg",7,41,146,593,350
"car_ims/000506.jpg",7,20,95,475,326
"car_ims/000507.jpg",7,65,329,921,640
"car_ims/000509.jpg",7,43,11,434,268
"car_ims/000510.jpg",7,349,381,1111,730
"car_ims/000511.jpg",7,93,64,409,291
"car_ims/000514.jpg",7,79,166,535,391
"car_ims/000516.jpg",7,73,142,589,459
"car_ims/000517.jpg",7,89,39,539,289
"car_ims/000519.jpg",7,45,129,594,353
"car_ims/000521.jpg",7,43,40,565,293
"car_ims/000524.jpg",7,57,112,462,274
"car_ims/000525.jpg",7,70,100,640,442
"car_ims/000526.jpg",7,56,95,442,334
"car_ims/000528.jpg",7,67,147,443,414
"car_ims/000529.jpg",7,23,58,331,254
"car_ims/000532.jpg",7,11,27,780,420
"car_ims/000534.jpg",7,88,53,507,355
"car_ims/000535.jpg",7,68,103,587,379
"car_ims/000536.jpg",7,85,414,1530,1099
"car_ims/000539.jpg",7,19,65,425,268
"car_ims/000540.jpg",7,15,93,630,366
"car_ims/000541.jpg",7,21,91,382,220
"car_ims/000543.jpg",7,157,166,811,426
"car_ims/000544.jpg",7,19,42,622,349
"car_ims/000546.jpg",7,157,437,1909,1065
"car_ims/000549.jpg",7,107,180,475,330
"car_ims/000550.jpg",7,64,91,540,299
"car_ims/000553.jpg",7,81,256,547,421
"car_ims/000554.jpg",7,80,147,1127,585
"car_ims/000555.jpg",7,72,166,587,366
"car_ims/000556.jpg",7,140,116,615,336
"car_ims/000557.jpg",7,86,142,514,345
"car_ims/000559.jpg",7,219,157,470,310
"car_ims/000560.jpg",7,87,46,474,352
"car_ims/000561.jpg",7,44,209,1003,566
"car_ims/000563.jpg",7,196,273,1066,616
"car_ims/000564.jpg",7,111,32,484,314
"car_ims/000565.jpg",7,150,112,461,267
"car_ims/000567.jpg",7,139,168,666,365
"car_ims/000570.jpg",7,69,115,548,331
"car_ims/000571.jpg",7,100,80,407,269
"car_ims/000573.jpg",8,58,229,743,501
"car_ims/000574.jpg",8,17,247,1417,906
"car_ims/000578.jpg",8,17,26,329,205
"car_ims/000579.jpg",8,23,103,438,246
"car_ims/000580.jpg",8,13,53,232,139
"car_ims/000582.jpg",8,24,143,467,289
"car_ims/000583.jpg",8,83,117,945,625
"car_ims/000585.jpg",8,435,410,1673,976
"car_ims/000589.jpg",8,35,18,215,97
"car_ims/000592.jpg",8,104,62,216,118
"car_ims/000594.jpg",8,30,51,563,356
"car_ims/000596.jpg",8,73,75,315,212
"car_ims/000598.jpg",8,16,32,257,144
"car_ims/000599.jpg",8,26,150,356,256
"car_ims/000601.jpg",8,86,246,998,731
"car_ims/000602.jpg",8,6,60,394,209
"car_ims/000603.jpg",8,20,50,255,172
"car_ims/000604.jpg",8,82,390,754,604
"car_ims/000608.jpg",8,19,48,261,146
"car_ims/000610.jpg",8,59,99,598,351
"car_ims/000613.jpg",8,54,70,579,314
"car_ims/000614.jpg",8,83,66,265,152
"car_ims/000618.jpg",8,23,52,178,106
"car_ims/000620.jpg",8,85,92,294,207
"car_ims/000622.jpg",8,24,70,478,230
"car_ims/000624.jpg",8,12,61,246,173
"car_ims/000625.jpg",8,123,243,910,548
"car_ims/000626.jpg",8,83,35,729,251
"car_ims/000627.jpg",8,49,167,589,362
"car_ims/000634.jpg",8,17,73,239,136
"car_ims/000636.jpg",8,812,184,1129,341
"car_ims/000637.jpg",8,1133,611,1181,653
"car_ims/000641.jpg",8,26,227,454,346
"car_ims/000642.jpg",8,14,31,280,150
"car_ims/000645.jpg",8,53,56,600,362
"car_ims/000646.jpg",8,16,31,252,149
"car_ims/000653.jpg",8,87,110,614,364
"car_ims/000654.jpg",8,30,138,391,312
"car_ims/000655.jpg",8,29,112,311,332
"car_ims/000658.jpg",8,32,90,556,304
"car_ims/000659.jpg",8,9,80,248,175
"car_ims/000660.jpg",8,24,57,254,160
"car_ims/000661.jpg",8,34,88,562,338
"car_ims/000663.jpg",9,30,83,613,262
"car_ims/000667.jpg",9,11,37,280,139
"car_ims/000675.jpg",9,60,144,1530,903
"car_ims/000677.jpg",9,52,171,579,381
"car_ims/000679.jpg",9,23,47,272,129
"car_ims/000682.jpg",9,73,112,561,334
"car_ims/000683.jpg",9,6,77,423,262
"car_ims/000688.jpg",9,32,69,561,354
"car_ims/000693.jpg",9,105,57,349,201
"car_ims/000696.jpg",9,95,172,457,313
"car_ims/000697.jpg",9,7,40,548,372
"car_ims/000698.jpg",9,32,148,623,414
"car_ims/000702.jpg",9,19,50,490,231
"car_ims/000703.jpg",9,14,83,365,230
"car_ims/000704.jpg",9,142,252,1153,715
"car_ims/000707.jpg",9,342,456,1057,776
"car_ims/000708.jpg",9,141,186,539,345
"car_ims/000709.jpg",9,76,187,372,298
"car_ims/000710.jpg",9,77,161,767,570
"car_ims/000711.jpg",9,47,207,958,647
"car_ims/000713.jpg",9,23,54,260,139
"car_ims/000714.jpg",9,80,35,524,376
"car_ims/000715.jpg",9,212,486,1105,838
"car_ims/000716.jpg",9,23,94,292,176
"car_ims/000718.jpg",9,55,47,205,164
"car_ims/000721.jpg",9,52,60,354,236
"car_ims/000722.jpg",9,297,201,921,497
"car_ims/000723.jpg",9,46,192,766,463
"car_ims/000724.jpg",9,99,67,556,309
"car_ims/000726.jpg",9,10,7,293,137
"car_ims/000728.jpg",9,32,105,721,417
"car_ims/000729.jpg",9,99,127,327,246
"car_ims/000730.jpg",9,64,179,745,426
"car_ims/000731.jpg",9,18,13,262,113
"car_ims/000734.jpg",9,8,50,292,164
"car_ims/000738.jpg",9,48,196,839,514
"car_ims/000740.jpg",9,39,76,282,193
"car_ims/000741.jpg",9,264,393,1166,675
"car_ims/000743.jpg",9,156,137,674,399
"car_ims/000746.jpg",10,30,115,645,407
"car_ims/000751.jpg",10,41,118,562,307
"car_ims/000757.jpg",10,246,826,3040,2275
"car_ims/000759.jpg",10,10,111,619,406
"car_ims/000760.jpg",10,309,187,659,402
"car_ims/000761.jpg",10,7,56,610,353
"car_ims/000763.jpg",10,75,71,506,289
"car_ims/000766.jpg",10,197,112,512,336
"car_ims/000767.jpg",10,93,117,613,399
"car_ims/000768.jpg",10,37,41,527,236
"car_ims/000771.jpg",10,46,235,558,419
"car_ims/000773.jpg",10,36,112,572,264
"car_ims/000776.jpg",10,87,95,411,263
"car_ims/000778.jpg",10,56,222,876,548
"car_ims/000779.jpg",10,47,127,438,277
"car_ims/000780.jpg",10,77,51,586,394
"car_ims/000781.jpg",10,83,277,761,554
"car_ims/000782.jpg",10,75,230,438,332
"car_ims/000785.jpg",10,12,14,485,139
"car_ims/000786.jpg",10,36,20,510,355
"car_ims/000787.jpg",10,81,507,1972,1180
"car_ims/000788.jpg",10,82,220,1216,696
"car_ims/000789.jpg",10,41,108,609,366
"car_ims/000790.jpg",10,206,157,635,456
"car_ims/000792.jpg",10,37,30,410,324
"car_ims/000794.jpg",10,40,81,251,227
"car_ims/000795.jpg",10,38,78,545,316
"car_ims/000796.jpg",10,9,40,892,573
"car_ims/000797.jpg",10,18,151,562,376
"car_ims/000798.jpg",10,219,219,824,552
"car_ims/000799.jpg",10,266,353,1006,602
"car_ims/000801.jpg",10,49,38,1101,661
"car_ims/000802.jpg",10,33,159,857,536
"car_ims/000804.jpg",10,49,49,605,343
"car_ims/000805.jpg",10,33,30,438,250
"car_ims/000806.jpg",10,0,29,131,97
"car_ims/000809.jpg",10,80,332,962,691
"car_ims/000810.jpg",11,274,154,781,352
"car_ims/000811.jpg",11,240,95,510,195
"car_ims/000813.jpg",11,21,60,581,278
"car_ims/000814.jpg",11,52,134,537,382
"car_ims/000818.jpg",11,60,183,540,399
"car_ims/000819.jpg",11,209,532,974,788
"car_ims/000820.jpg",11,53,85,580,367
"car_ims/000821.jpg",11,89,202,453,347
"car_ims/000822.jpg",11,94,47,483,202
"car_ims/000824.jpg",11,50,125,571,313
"car_ims/000828.jpg",11,45,156,560,353
"car_ims/000830.jpg",11,47,117,995,513
"car_ims/000831.jpg",11,26,112,1324,888
"car_ims/000832.jpg",11,90,106,486,243
"car_ims/000834.jpg",11,172,138,487,290
"car_ims/000835.jpg",11,121,228,552,419
"car_ims/000836.jpg",11,99,89,1160,744
"car_ims/000837.jpg",11,124,175,456,383
"car_ims/000838.jpg",11,38,201,985,577
"car_ims/000839.jpg",11,12,85,562,300
"car_ims/000840.jpg",11,87,138,705,449
"car_ims/000841.jpg",11,102,174,961,425
"car_ims/000845.jpg",11,305,256,1224,588
"car_ims/000847.jpg",11,589,341,1544,658
"car_ims/000848.jpg",11,378,373,1080,702
"car_ims/000850.jpg",11,780,281,1116,448
"car_ims/000851.jpg",11,161,0,458,425
"car_ims/000853.jpg",11,200,94,958,514
"car_ims/000854.jpg",11,85,363,1187,674
"car_ims/000858.jpg",11,191,127,495,252
"car_ims/000861.jpg",11,43,57,567,346
"car_ims/000862.jpg",11,93,306,1268,770
"car_ims/000863.jpg",11,26,157,619,344
"car_ims/000864.jpg",11,43,125,558,325
"car_ims/000868.jpg",11,35,107,473,307
"car_ims/000869.jpg",11,65,133,548,306
"car_ims/000872.jpg",11,52,169,539,358
"car_ims/000873.jpg",11,141,182,827,539
"car_ims/000875.jpg",11,112,207,1781,934
"car_ims/000877.jpg",11,646,498,1463,931
"car_ims/000878.jpg",11,106,123,479,235
"car_ims/000882.jpg",11,62,53,640,285
"car_ims/000884.jpg",11,75,153,554,290
"car_ims/000885.jpg",11,119,270,1228,670
"car_ims/000886.jpg",12,185,321,1434,942
"car_ims/000888.jpg",12,31,188,622,418
"car_ims/000890.jpg",12,300,175,1171,700
"car_ims/000891.jpg",12,22,90,380,261
"car_ims/000894.jpg",12,50,66,556,347
"car_ims/000895.jpg",12,102,49,1139,636
"car_ims/000896.jpg",12,63,378,970,642
"car_ims/000897.jpg",12,5,43,393,232
"car_ims/000900.jpg",12,28,53,470,225
"car_ims/000904.jpg",12,40,60,328,278
"car_ims/000908.jpg",12,87,122,1169,745
"car_ims/000909.jpg",12,0,702,1190,1149
"car_ims/000910.jpg",12,128,355,1480,1070
"car_ims/000916.jpg",12,254,118,301,157
"car_ims/000917.jpg",12,12,45,786,395
"car_ims/000918.jpg",12,182,229,917,782
"car_ims/000920.jpg",12,110,169,746,507
"car_ims/000926.jpg",12,1183,501,1385,1047
"car_ims/000927.jpg",12,254,528,1339,973
"car_ims/000928.jpg",12,1000,508,1064,587
"car_ims/000929.jpg",12,21,209,995,645
"car_ims/000931.jpg",12,13,88,436,269
"car_ims/000932.jpg",12,36,25,455,235
"car_ims/000935.jpg",12,918,294,1083,422
"car_ims/000936.jpg",12,57,140,435,326
"car_ims/000937.jpg",12,69,100,403,295
"car_ims/000938.jpg",12,92,198,1211,709
"car_ims/000939.jpg",12,41,39,572,329
"car_ims/000941.jpg",12,55,134,372,344
"car_ims/000943.jpg",12,16,61,383,187
"car_ims/000945.jpg",12,362,416,1620,1165
"car_ims/000946.jpg",12,78,183,1196,689
"car_ims/000947.jpg",12,245,77,293,116
"car_ims/000950.jpg",12,83,137,438,324
"car_ims/000951.jpg",12,66,121,543,314
"car_ims/000952.jpg",12,358,314,1247,795
"car_ims/000954.jpg",12,19,111,618,424
"car_ims/000959.jpg",13,83,168,930,450
"car_ims/000964.jpg",13,537,95,639,156
"car_ims/000965.jpg",13,91,139,581,329
"car_ims/000967.jpg",13,21,96,378,260
"car_ims/000968.jpg",13,22,102,614,423
"car_ims/000969.jpg",13,118,13,699,372
"car_ims/000970.jpg",13,56,277,890,627
"car_ims/000973.jpg",13,14,36,240,146
"car_ims/000974.jpg",13,12,41,243,168
"car_ims/000976.jpg",13,8,30,254,138
"car_ims/000978.jpg",13,284,637,2355,1628
"car_ims/000981.jpg",13,23,112,582,397
"car_ims/000985.jpg",13,32,68,276,156
"car_ims/000986.jpg",13,18,54,284,184
"car_ims/000990.jpg",13,47,47,590,431
"car_ims/000991.jpg",13,2,42,247,151
"car_ims/000992.jpg",13,3,42,256,149
"car_ims/000993.jpg",13,21,80,370,225
"car_ims/000995.jpg",13,27,121,619,414
"car_ims/000997.jpg",13,88,313,1410,918
"car_ims/000999.jpg",13,17,63,240,170
"car_ims/001002.jpg",13,52,94,729,424
"car_ims/001003.jpg",13,17,68,369,212
"car_ims/001005.jpg",13,12,81,415,267
"car_ims/001006.jpg",13,26,60,282,189
"car_ims/001009.jpg",13,10,33,290,173
"car_ims/001011.jpg",13,161,110,688,396
"car_ims/001012.jpg",13,52,61,605,369
"car_ims/001014.jpg",13,19,52,287,173
"car_ims/001015.jpg",13,64,99,592,400
"car_ims/001016.jpg",13,37,166,737,462
"car_ims/001018.jpg",13,144,405,1968,975
"car_ims/001019.jpg",13,7,44,294,180
"car_ims/001025.jpg",13,640,170,810,246
"car_ims/001027.jpg",13,8,60,252,167
"car_ims/001030.jpg",13,47,115,959,610
"car_ims/001033.jpg",13,8,32,290,177
"car_ims/001034.jpg",13,15,30,287,185
"car_ims/001036.jpg",13,11,31,247,162
"car_ims/001037.jpg",13,18,37,462,334
"car_ims/001039.jpg",13,50,158,589,364
"car_ims/001040.jpg",13,53,81,378,241
"car_ims/001041.jpg",14,175,571,2990,1742
"car_ims/001042.jpg",14,26,129,617,358
"car_ims/001047.jpg",14,104,87,702,463
"car_ims/001050.jpg",14,111,53,263,130
"car_ims/001052.jpg",14,2,38,261,136
"car_ims/001054.jpg",14,18,102,591,346
"car_ims/001062.jpg",14,30,5,259,169
"car_ims/001063.jpg",14,11,53,249,152
"car_ims/001064.jpg",14,54,106,481,363
"car_ims/001065.jpg",14,45,66,553,283
"car_ims/001067.jpg",14,5,29,195,109
"car_ims/001068.jpg",14,46,67,263,161
"car_ims/001069.jpg",14,75,24,589,370
"car_ims/001070.jpg",14,24,51,249,138
"car_ims/001071.jpg",14,35,43,578,332
"car_ims/001072.jpg",14,17,26,212,96
"car_ims/001073.jpg",14,112,230,1397,863
"car_ims/001074.jpg",14,41,41,224,150
"car_ims/001075.jpg",14,45,55,235,154
"car_ims/001079.jpg",14,17,35,187,113
"car_ims/001080.jpg",14,39,120,565,371
"car_ims/001081.jpg",14,181,184,1731,936
"car_ims/001085.jpg",14,12,37,492,284
"car_ims/001087.jpg",14,59,102,539,301
"car_ims/001088.jpg",14,11,48,250,151
"car_ims/001091.jpg",14,482,112,636,233
"car_ims/001093.jpg",14,28,76,898,416
"car_ims/001095.jpg",14,86,141,439,261
"car_ims/001096.jpg",14,18,151,621,398
"car_ims/001097.jpg",14,22,62,593,254
"car_ims/001098.jpg",14,30,45,223,154
"car_ims/001100.jpg",14,19,54,674,386
